account_id,month,active_days,workflows_run,workflows_errored,seats_used,support_tickets,support_ticket_category
acc_000760,2024-02-01,3,39,0,1,0,none
acc_000760,2024-03-01,2,49,2,1,0,none
acc_000760,2024-04-01,3,90,16,1,1,product
acc_000760,2024-05-01,4,77,8,1,0,none
acc_000760,2024-05-01,5,98,19,3,0,none
acc_000760,2024-06-01,4,88,10,1,0,none
acc_000761,2023-11-01,12,171,29,2,0,none
acc_000761,2023-12-01,4,182,15,1,0,none
acc_000761,2024-01-01,6,145,4,1,0,none
acc_000761,2024-02-01,11,171,2,1,1,product
acc_000761,2024-03-01,8,164,12,3,0,none
acc_000761,2024-04-01,9,173,20,2,0,none
acc_000761,2024-05-01,10,150,11,2,0,none
acc_000761,2024-05-01,11,199,13,2,0,none
acc_000761,2024-06-01,8,156,4,2,0,none
acc_000762,2024-05-01,16,1188,124,8,1,integration
acc_000762,2024-05-01,19,1205,11,7,0,none
acc_000762,2024-06-01,18,1205,213,7,0,none
acc_000763,2024-01-01,23,1271,129,10,0,none
acc_000763,2024-02-01,18,1147,33,11,0,none
acc_000763,2024-03-01,20,1181,73,9,0,none
acc_000763,2024-04-01,8,1161,120,7,0,none
acc_000763,2024-05-01,24,1196,29,12,0,none
acc_000763,2024-05-01,17,1185,46,15,1,product
acc_000763,2024-06-01,19,1179,60,6,0,none
acc_000764,2024-02-01,16,1226,144,10,0,none
acc_000764,2024-03-01,25,1174,10,5,0,none
acc_000764,2024-04-01,17,1191,198,8,1,integration
acc_000764,2024-05-01,22,1229,320,10,0,none
acc_000764,2024-05-01,10,1164,148,12,0,none
acc_000764,2024-06-01,22,1193,30,13,0,none
acc_000765,2023-09-01,11,144,30,1,1,product
acc_000765,2023-10-01,7,119,3,1,0,none
acc_000765,2023-11-01,4,115,6,1,0,none
acc_000765,2023-12-01,7,129,6,2,0,none
acc_000765,2024-01-01,7,116,11,1,0,none
acc_000765,2024-02-01,8,112,10,1,0,none
acc_000765,2024-03-01,16,119,4,1,0,none
acc_000765,2024-04-01,11,118,9,1,0,none
acc_000765,2024-05-01,6,110,5,1,0,none
acc_000765,2024-05-01,4,138,26,1,1,integration
acc_000765,2024-06-01,3,115,6,1,0,none
acc_000766,2024-02-01,8,149,13,3,1,product
acc_000766,2024-03-01,8,159,1,2,0,none
acc_000766,2024-04-01,5,172,33,2,0,none
acc_000766,2024-05-01,13,165,39,1,0,none
acc_000766,2024-05-01,10,150,37,1,1,billing
acc_000766,2024-06-01,5,158,14,3,0,none
acc_000767,2023-05-01,5,159,83,3,1,integration
acc_000767,2023-06-01,11,168,34,2,0,none
acc_000767,2023-07-01,10,176,47,1,0,none
acc_000767,2023-08-01,13,145,32,2,0,none
acc_000767,2023-09-01,10,170,6,1,1,integration
acc_000767,2023-10-01,14,171,19,1,0,none
acc_000767,2023-11-01,4,154,24,3,0,none
acc_000767,2023-12-01,10,167,16,1,0,none
acc_000767,2024-01-01,3,157,22,2,0,none
acc_000767,2024-02-01,9,160,10,3,0,none
acc_000767,2024-03-01,9,161,5,2,0,none
acc_000767,2024-04-01,9,150,17,2,0,none
acc_000767,2024-05-01,12,164,21,1,0,none
acc_000767,2024-05-01,15,159,28,2,0,none
acc_000767,2024-06-01,7,148,23,2,0,none
acc_000768,2023-06-01,8,153,27,2,0,none
acc_000768,2023-07-01,8,175,10,1,0,none
acc_000768,2023-08-01,19,172,15,2,0,none
acc_000768,2023-09-01,9,138,6,3,0,none
acc_000768,2023-10-01,14,171,16,1,0,none
acc_000768,2023-11-01,5,153,21,1,0,none
acc_000768,2023-12-01,3,184,14,2,1,product
acc_000768,2024-01-01,8,160,2,2,0,none
acc_000768,2024-02-01,13,134,3,1,0,none
acc_000768,2024-03-01,7,192,32,1,0,none
acc_000768,2024-04-01,10,143,5,3,0,none
acc_000768,2024-05-01,9,145,36,2,0,none
acc_000768,2024-05-01,9,161,30,1,0,none
acc_000768,2024-06-01,9,145,23,3,1,product
acc_000769,2024-05-01,9,138,7,1,0,none
acc_000769,2024-05-01,12,162,3,2,0,none
acc_000769,2024-06-01,9,173,19,3,0,none
acc_000770,2024-05-01,13,755,31,2,0,none
acc_000770,2024-05-01,14,733,79,6,0,none
acc_000770,2024-06-01,7,725,28,6,1,billing
acc_000771,2024-02-01,15,907,77,8,1,product
acc_000771,2024-03-01,13,873,48,5,1,integration
acc_000771,2024-04-01,11,932,51,8,1,integration
acc_000771,2024-05-01,14,985,38,4,0,none
acc_000771,2024-05-01,15,983,94,5,0,none
acc_000771,2024-06-01,14,1030,78,13,0,none
acc_000772,2024-04-01,17,953,61,7,0,none
acc_000772,2024-05-01,13,905,45,7,0,none
acc_000772,2024-05-01,10,949,17,7,0,none
acc_000772,2024-06-01,15,924,63,5,0,none
acc_000773,2024-01-01,5,193,27,1,1,product
acc_000773,2024-02-01,11,225,24,1,0,none
acc_000773,2024-03-01,14,214,11,3,0,none
acc_000773,2024-04-01,5,196,25,3,0,none
acc_000773,2024-05-01,11,223,16,1,0,none
acc_000773,2024-05-01,18,204,28,1,0,none
acc_000773,2024-06-01,14,215,45,1,0,none
acc_000774,2024-02-01,8,989,26,11,0,none
acc_000774,2024-03-01,18,919,113,8,0,none
acc_000774,2024-04-01,18,929,15,4,0,none
acc_000774,2024-05-01,12,951,71,11,0,none
acc_000774,2024-05-01,12,966,31,4,0,none
acc_000774,2024-06-01,15,951,105,9,1,integration
acc_000775,2024-05-01,21,4050,1226,15,0,none
acc_000775,2024-05-01,23,3914,171,14,0,none
acc_000775,2024-06-01,14,4017,356,16,0,none
acc_000776,2023-12-01,10,160,14,1,1,billing
acc_000776,2024-01-01,10,142,32,1,0,none
acc_000776,2024-02-01,12,173,6,1,1,product
acc_000776,2024-03-01,7,144,20,3,0,none
acc_000776,2024-04-01,12,154,11,1,0,none
acc_000776,2024-05-01,11,162,29,3,0,none
acc_000776,2024-05-01,14,165,15,3,1,billing
acc_000776,2024-06-01,4,151,8,3,0,none
acc_000777,2024-05-01,5,134,6,2,0,none
acc_000777,2024-05-01,4,137,3,1,1,product
acc_000777,2024-06-01,5,99,5,1,0,none
acc_000778,2023-05-01,10,2962,182,14,0,none
acc_000778,2023-06-01,14,3010,396,16,0,none
acc_000778,2023-07-01,15,2994,115,17,1,product
acc_000778,2023-08-01,16,3075,153,8,1,product
acc_000778,2023-09-01,18,3040,363,18,0,none
acc_000778,2023-10-01,10,3012,358,16,0,none
acc_000778,2023-11-01,3,2976,66,20,0,none
acc_000778,2023-12-01,14,3029,187,16,0,none
acc_000778,2024-01-01,14,3085,590,18,0,none
acc_000778,2024-02-01,17,3073,101,15,0,none
acc_000778,2024-03-01,17,3002,96,11,0,none
acc_000778,2024-04-01,12,2948,198,20,0,none
acc_000778,2024-05-01,21,2989,57,9,0,none
acc_000778,2024-05-01,16,3023,345,14,0,none
acc_000778,2024-06-01,18,3087,196,27,0,none
acc_000779,2024-03-01,4,78,22,1,0,none
acc_000779,2024-04-01,3,53,1,2,1,integration
acc_000779,2024-05-01,1,45,3,1,0,none
acc_000779,2024-05-01,5,86,10,1,0,none
acc_000779,2024-06-01,2,99,25,1,0,none
acc_000780,2023-07-01,16,209,84,1,1,billing
acc_000780,2023-08-01,16,210,13,2,0,none
acc_000780,2023-09-01,12,212,20,1,0,none
acc_000780,2023-10-01,16,206,56,2,0,none
acc_000780,2023-11-01,14,183,4,1,1,billing
acc_000780,2023-12-01,10,164,6,2,0,none
acc_000780,2024-01-01,12,187,28,1,1,billing
acc_000780,2024-02-01,13,214,14,1,0,none
acc_000780,2024-03-01,11,212,75,1,0,none
acc_000780,2024-04-01,6,200,26,1,0,none
acc_000780,2024-05-01,10,180,7,2,0,none
acc_000780,2024-05-01,17,188,27,1,0,none
acc_000780,2024-06-01,8,239,22,2,0,none
acc_000781,2023-07-01,15,3001,262,14,0,billing
acc_000781,2023-08-01,14,3042,110,16,1,product
acc_000781,2023-09-01,21,2985,424,19,0,none
acc_000781,2023-10-01,17,2877,56,14,0,none
acc_000781,2023-11-01,14,2920,293,11,0,none
acc_000781,2023-12-01,17,2936,298,16,0,none
acc_000781,2024-01-01,21,2983,513,15,0,none
acc_000781,2024-02-01,13,3089,685,15,0,none
acc_000781,2024-03-01,13,2978,274,18,0,none
acc_000781,2024-04-01,17,2969,444,17,0,none
acc_000781,2024-05-01,21,3030,251,12,0,none
acc_000781,2024-05-01,14,2990,652,14,0,none
acc_000781,2024-06-01,16,2912,132,10,0,none
acc_000782,2024-01-01,12,196,11,2,0,none
acc_000782,2024-02-01,18,207,13,1,0,none
acc_000782,2024-03-01,16,174,8,2,0,none
acc_000782,2024-04-01,10,235,19,1,0,none
acc_000782,2024-05-01,9,198,6,2,0,none
acc_000782,2024-05-01,11,199,1,1,0,none
acc_000782,2024-06-01,10,192,13,2,0,none
acc_000783,2024-01-01,16,199,24,2,0,none
acc_000783,2024-02-01,11,204,6,3,0,none
acc_000783,2024-03-01,10,202,8,1,0,none
acc_000783,2024-04-01,10,191,11,1,0,none
acc_000783,2024-05-01,10,191,29,3,0,none
acc_000783,2024-05-01,12,198,8,1,0,none
acc_000783,2024-06-01,11,208,6,2,0,none
acc_000784,2023-05-01,16,4017,1701,19,0,none
acc_000784,2023-06-01,13,4065,772,22,0,none
acc_000784,2023-07-01,21,3926,63,22,0,none
acc_000784,2023-08-01,13,4021,111,18,0,none
acc_000784,2023-09-01,18,3880,190,24,0,none
acc_000784,2023-10-01,14,3903,361,15,0,none
acc_000784,2023-11-01,21,3935,120,19,0,none
acc_000784,2023-12-01,26,3981,440,15,0,none
acc_000784,2024-01-01,14,4093,78,10,1,integration
acc_000784,2024-02-01,13,4066,168,24,0,none
acc_000784,2024-03-01,25,4109,416,22,1,product
acc_000784,2024-04-01,22,4052,431,20,0,none
acc_000784,2024-05-01,23,3906,173,19,1,integration
acc_000784,2024-05-01,15,3892,73,15,0,none
acc_000784,2024-06-01,10,3932,332,12,0,none
acc_000785,2024-05-01,8,124,14,2,0,none
acc_000785,2024-05-01,9,121,4,1,1,integration
acc_000785,2024-06-01,8,132,10,1,0,none
acc_000786,2023-05-01,10,157,52,1,0,none
acc_000786,2023-06-01,9,158,20,3,0,none
acc_000786,2023-07-01,9,168,19,1,0,none
acc_000786,2023-08-01,9,168,5,3,0,none
acc_000786,2023-09-01,11,170,20,1,0,none
acc_000786,2023-10-01,12,150,29,1,0,none
acc_000786,2023-11-01,13,157,16,1,0,none
acc_000786,2023-12-01,6,151,5,1,0,none
acc_000786,2024-01-01,8,174,17,1,0,none
acc_000786,2024-02-01,7,140,6,1,0,none
acc_000786,2024-03-01,13,173,31,1,0,none
acc_000786,2024-04-01,9,157,11,2,0,none
acc_000786,2024-05-01,9,154,11,1,0,none
acc_000786,2024-05-01,11,175,31,1,0,none
acc_000786,2024-06-01,13,157,33,2,0,none
acc_000787,2023-05-01,21,5091,795,26,1,product
acc_000787,2023-06-01,19,5097,328,28,0,none
acc_000787,2023-07-01,20,4975,181,17,0,none
acc_000787,2023-08-01,28,5044,632,17,1,product
acc_000787,2023-09-01,19,4989,145,21,0,none
acc_000787,2023-10-01,28,5025,234,22,0,none
acc_000787,2023-11-01,20,5026,262,26,0,none
acc_000787,2023-12-01,19,4879,58,21,0,none
acc_000787,2024-01-01,21,4983,92,16,0,none
acc_000787,2024-02-01,18,5078,199,25,0,none
acc_000787,2024-03-01,22,4924,97,26,1,integration
acc_000787,2024-04-01,28,4872,308,24,0,none
acc_000787,2024-05-01,28,5021,168,20,0,none
acc_000787,2024-05-01,22,5018,415,27,1,integration
acc_000787,2024-06-01,18,5043,386,27,0,none
acc_000788,2023-05-01,9,1118,92,8,1,billing
acc_000788,2023-06-01,18,1218,145,4,1,integration
acc_000788,2023-07-01,19,1266,107,9,0,none
acc_000788,2023-08-01,22,1230,55,11,1,integration
acc_000788,2023-09-01,20,1183,5,13,0,none
acc_000788,2023-10-01,17,1233,180,9,0,none
acc_000788,2023-11-01,12,1290,68,9,0,none
acc_000788,2023-12-01,20,1194,137,5,0,none
acc_000788,2024-01-01,17,1242,38,10,0,none
acc_000788,2024-02-01,19,1210,142,13,0,none
acc_000788,2024-03-01,18,1226,103,8,0,none
acc_000788,2024-04-01,16,1227,149,13,1,product
acc_000788,2024-05-01,14,1172,65,13,0,none
acc_000788,2024-05-01,14,1176,26,13,0,none
acc_000788,2024-06-01,17,1175,95,8,0,none
acc_000789,2023-10-01,23,1176,324,5,0,none
acc_000789,2023-11-01,21,1207,42,11,0,none
acc_000789,2023-12-01,18,1212,354,6,0,none
acc_000789,2024-01-01,19,1216,132,10,0,none
acc_000789,2024-02-01,21,1182,102,6,0,none
acc_000789,2024-03-01,14,1228,219,6,0,none
acc_000789,2024-04-01,15,1183,210,9,0,none
acc_000789,2024-05-01,20,1248,364,5,0,none
acc_000789,2024-05-01,22,1176,166,7,0,none
acc_000789,2024-06-01,21,1228,13,7,0,none
acc_000790,2024-06-01,9,164,31,2,0,billing
acc_000791,2024-06-01,16,1008,290,10,0,none
acc_000792,2023-06-01,10,142,31,1,0,none
acc_000792,2023-07-01,5,158,26,1,0,none
acc_000792,2023-08-01,12,153,10,3,0,none
acc_000792,2023-09-01,13,148,11,1,1,integration
acc_000792,2023-10-01,16,157,13,3,0,none
acc_000792,2023-11-01,9,163,9,1,0,none
acc_000792,2023-12-01,6,155,9,2,0,none
acc_000792,2024-01-01,8,151,7,3,0,none
acc_000792,2024-02-01,8,157,9,1,0,none
acc_000792,2024-03-01,19,149,18,1,0,none
acc_000792,2024-04-01,8,164,32,1,0,none
acc_000792,2024-05-01,9,155,14,1,0,none
acc_000792,2024-05-01,9,156,9,2,0,none
acc_000792,2024-06-01,9,160,6,1,0,none
acc_000793,2023-10-01,10,126,0,3,1,product
acc_000793,2023-11-01,5,123,4,1,0,none
acc_000793,2023-12-01,5,114,9,2,0,none
acc_000793,2024-01-01,7,112,34,1,0,none
acc_000793,2024-02-01,7,116,4,1,0,none
acc_000793,2024-03-01,6,115,12,2,0,none
acc_000793,2024-04-01,13,118,13,1,0,none
acc_000793,2024-05-01,8,116,25,3,0,none
acc_000793,2024-05-01,5,134,13,1,0,none
acc_000793,2024-06-01,15,139,21,1,0,none
acc_000794,2024-04-01,4,88,14,1,1,billing
acc_000794,2024-05-01,5,50,5,1,0,none
acc_000794,2024-05-01,2,47,3,1,0,none
acc_000794,2024-06-01,10,68,5,1,0,none
acc_000795,2023-06-01,7,114,25,1,0,none
acc_000795,2023-07-01,6,110,14,1,0,none
acc_000795,2023-08-01,9,112,25,2,0,none
acc_000795,2023-09-01,5,117,20,2,0,none
acc_000795,2023-10-01,9,112,5,2,0,none
acc_000795,2023-11-01,7,124,5,1,0,none
acc_000795,2023-12-01,11,112,24,1,0,none
acc_000795,2024-01-01,6,126,13,1,0,none
acc_000795,2024-02-01,6,125,7,2,0,none
acc_000795,2024-03-01,8,121,21,1,0,none
acc_000795,2024-04-01,9,131,23,1,0,none
acc_000795,2024-05-01,6,127,1,2,0,none
acc_000795,2024-05-01,8,143,33,1,0,none
acc_000795,2024-06-01,8,116,24,1,0,none
acc_000796,2024-04-01,10,121,22,2,0,none
acc_000796,2024-05-01,9,116,1,1,0,none
acc_000796,2024-05-01,8,126,12,2,0,none
acc_000796,2024-06-01,7,101,10,1,0,none
acc_000797,2024-03-01,7,165,8,1,0,none
acc_000797,2024-04-01,9,145,0,1,0,none
acc_000797,2024-05-01,9,176,4,1,0,none
acc_000797,2024-05-01,14,150,3,1,0,none
acc_000797,2024-06-01,15,150,11,2,0,none
acc_000798,2024-06-01,6,114,33,1,0,none
acc_000799,2024-04-01,6,157,19,3,0,none
acc_000799,2024-05-01,11,180,10,1,0,none
acc_000799,2024-05-01,14,164,8,3,0,none
acc_000799,2024-06-01,14,186,16,1,0,none
acc_000800,2023-11-01,4,134,16,1,0,none
acc_000800,2023-12-01,3,136,4,2,0,none
acc_000800,2024-01-01,5,130,7,1,0,none
acc_000800,2024-02-01,8,125,5,2,0,none
acc_000800,2024-03-01,9,131,4,1,0,none
acc_000800,2024-04-01,5,135,3,1,0,none
acc_000800,2024-05-01,6,109,10,1,0,none
acc_000800,2024-05-01,6,104,8,3,0,none
acc_000800,2024-06-01,8,114,10,1,0,none
acc_000801,2023-05-01,4,135,28,1,0,none
acc_000801,2023-06-01,7,120,8,2,0,none
acc_000801,2023-07-01,5,96,7,1,0,none
acc_000801,2023-08-01,10,130,3,1,0,none
acc_000801,2023-09-01,8,123,15,1,0,none
acc_000801,2023-10-01,2,134,18,1,0,none
acc_000801,2023-11-01,6,120,8,1,0,none
acc_000801,2023-12-01,9,122,9,1,0,none
acc_000801,2024-01-01,7,128,7,1,0,none
acc_000801,2024-02-01,6,99,15,2,0,none
acc_000801,2024-03-01,7,133,1,2,0,none
acc_000801,2024-04-01,8,97,3,1,1,product
acc_000801,2024-05-01,6,130,5,1,0,none
acc_000801,2024-05-01,4,111,12,2,0,none
acc_000801,2024-06-01,6,119,10,2,0,none
acc_000802,2023-05-01,2,129,11,2,0,billing
acc_000802,2023-06-01,8,149,5,1,0,none
acc_000802,2023-07-01,4,165,5,1,0,none
acc_000802,2023-08-01,8,171,8,1,1,billing
acc_000802,2023-09-01,8,170,6,2,0,none
acc_000802,2023-10-01,13,178,23,1,0,none
acc_000802,2023-11-01,2,194,4,1,0,none
acc_000802,2023-12-01,6,168,10,1,0,none
acc_000802,2024-01-01,4,165,19,1,0,none
acc_000802,2024-02-01,14,166,21,1,0,none
acc_000802,2024-03-01,8,154,11,2,0,none
acc_000802,2024-04-01,9,178,6,2,0,none
acc_000802,2024-05-01,12,167,22,1,0,none
acc_000802,2024-05-01,11,171,7,3,0,none
acc_000802,2024-06-01,10,164,12,1,0,none
acc_000803,2024-03-01,8,482,38,4,1,product
acc_000803,2024-04-01,2,245,22,6,0,none
acc_000803,2024-05-01,4,278,14,7,0,none
acc_000803,2024-05-01,3,472,41,2,0,none
acc_000803,2024-06-01,9,477,85,1,0,none
acc_000804,2023-07-01,13,3038,191,16,0,billing
acc_000804,2023-08-01,15,3031,104,22,0,none
acc_000804,2023-09-01,15,2977,79,13,0,none
acc_000804,2023-10-01,14,2991,501,16,0,none
acc_000804,2023-11-01,20,2973,207,18,0,none
acc_000804,2023-12-01,12,3079,10,12,0,none
acc_000804,2024-01-01,16,3014,183,21,0,none
acc_000804,2024-02-01,17,3028,311,13,0,none
acc_000804,2024-03-01,14,3030,394,12,0,none
acc_000804,2024-04-01,18,3097,38,10,1,product
acc_000804,2024-05-01,15,2968,134,10,0,none
acc_000804,2024-05-01,16,2970,46,15,0,none
acc_000804,2024-06-01,18,2932,370,17,0,none
acc_000805,2024-02-01,12,1009,438,5,0,none
acc_000805,2024-03-01,11,1018,281,3,0,none
acc_000805,2024-04-01,12,964,244,11,0,none
acc_000805,2024-05-01,13,991,43,7,0,none
acc_000805,2024-05-01,20,903,42,7,1,product
acc_000805,2024-06-01,7,912,33,9,0,none
acc_000806,2024-05-01,7,126,12,1,1,product
acc_000806,2024-05-01,3,114,9,2,0,none
acc_000806,2024-06-01,6,108,11,1,0,none
acc_000807,2024-04-01,11,939,212,5,0,none
acc_000807,2024-05-01,11,936,117,7,0,none
acc_000807,2024-05-01,13,978,38,10,1,product
acc_000807,2024-06-01,10,967,82,9,0,none
acc_000808,2023-10-01,7,119,33,1,0,none
acc_000808,2023-11-01,7,133,6,1,0,none
acc_000808,2023-12-01,6,118,9,1,0,none
acc_000808,2024-01-01,7,126,5,2,0,none
acc_000808,2024-02-01,6,116,4,1,0,none
acc_000808,2024-03-01,4,115,4,1,0,none
acc_000808,2024-04-01,4,110,3,3,0,none
acc_000808,2024-05-01,6,119,5,1,0,none
acc_000808,2024-05-01,5,116,22,1,0,none
acc_000808,2024-06-01,9,118,4,2,0,none
acc_000809,2023-11-01,12,1213,155,9,0,none
acc_000809,2023-12-01,17,1145,181,6,0,none
acc_000809,2024-01-01,15,1146,121,3,0,none
acc_000809,2024-02-01,17,1238,218,11,0,none
acc_000809,2024-03-01,16,1156,155,8,0,none
acc_000809,2024-04-01,17,1186,37,6,0,none
acc_000809,2024-05-01,14,1181,32,11,0,none
acc_000809,2024-05-01,13,1214,160,6,0,none
acc_000809,2024-06-01,13,1165,113,8,0,none
acc_000810,2023-08-01,7,154,15,2,0,none
acc_000810,2023-09-01,14,167,5,2,0,none
acc_000810,2023-10-01,9,144,0,1,0,none
acc_000810,2023-11-01,8,149,10,2,0,none
acc_000810,2023-12-01,13,145,26,1,1,integration
acc_000810,2024-01-01,13,126,5,2,0,none
acc_000810,2024-02-01,12,181,25,1,1,product
acc_000810,2024-03-01,5,172,10,2,0,none
acc_000810,2024-04-01,9,187,1,1,1,product
acc_000810,2024-05-01,13,150,24,1,0,none
acc_000810,2024-05-01,12,165,9,2,0,none
acc_000810,2024-06-01,9,163,7,2,0,none
acc_000811,2023-08-01,28,4878,753,21,0,none
acc_000811,2023-09-01,24,4905,27,24,0,none
acc_000811,2023-10-01,28,5083,318,21,0,none
acc_000811,2023-11-01,27,4959,259,28,0,none
acc_000811,2023-12-01,17,4986,632,31,0,none
acc_000811,2024-01-01,28,4962,269,19,0,none
acc_000811,2024-02-01,11,5129,1379,21,0,none
acc_000811,2024-03-01,24,4921,757,22,0,none
acc_000811,2024-04-01,24,4960,1308,22,0,none
acc_000811,2024-05-01,23,4904,1393,19,0,none
acc_000811,2024-05-01,19,4922,335,19,0,none
acc_000811,2024-06-01,28,5025,38,19,0,none
acc_000812,2023-10-01,17,944,75,7,0,none
acc_000812,2023-11-01,11,951,76,7,0,none
acc_000812,2023-12-01,16,978,185,11,0,none
acc_000812,2024-01-01,10,975,101,4,0,none
acc_000812,2024-02-01,14,978,13,8,0,none
acc_000812,2024-03-01,22,963,182,13,0,none
acc_000812,2024-04-01,12,957,25,7,0,none
acc_000812,2024-05-01,12,1007,32,8,0,none
acc_000812,2024-05-01,24,925,13,10,1,billing
acc_000812,2024-06-01,17,931,23,6,0,none
acc_000813,2023-08-01,18,996,102,14,0,none
acc_000813,2023-09-01,11,994,61,9,0,none
acc_000813,2023-10-01,11,978,46,9,1,product
acc_000813,2023-11-01,11,969,211,5,0,none
acc_000813,2023-12-01,16,889,104,8,1,product
acc_000813,2024-01-01,20,978,101,8,1,product
acc_000813,2024-02-01,8,946,106,4,0,none
acc_000813,2024-03-01,15,969,47,11,0,none
acc_000813,2024-04-01,15,948,90,8,0,none
acc_000813,2024-05-01,15,980,33,4,0,none
acc_000813,2024-05-01,13,966,74,5,0,none
acc_000813,2024-06-01,14,923,16,3,0,none
acc_000814,2023-10-01,13,1208,133,8,0,none
acc_000814,2023-11-01,18,1199,102,11,0,none
acc_000814,2023-12-01,18,1195,437,9,1,product
acc_000814,2024-01-01,18,1150,53,9,0,none
acc_000814,2024-02-01,16,1202,143,9,0,none
acc_000814,2024-03-01,14,1219,161,5,0,none
acc_000814,2024-04-01,18,1191,150,12,0,none
acc_000814,2024-05-01,28,1210,15,3,0,none
acc_000814,2024-05-01,12,1124,286,8,0,none
acc_000814,2024-06-01,28,1194,66,8,0,none
acc_000815,2023-07-01,20,898,101,11,0,none
acc_000815,2023-08-01,15,973,66,7,0,none
acc_000815,2023-09-01,14,967,63,12,0,none
acc_000815,2023-10-01,14,950,13,7,0,none
acc_000815,2023-11-01,15,992,54,4,0,none
acc_000815,2023-12-01,13,935,75,7,0,none
acc_000815,2024-01-01,10,1044,37,7,0,none
acc_000815,2024-02-01,14,1001,40,10,0,none
acc_000815,2024-03-01,11,955,61,5,0,none
acc_000815,2024-04-01,20,922,54,9,0,none
acc_000815,2024-05-01,20,949,23,8,0,none
acc_000815,2024-05-01,12,971,43,10,0,none
acc_000815,2024-06-01,14,997,22,9,0,none
acc_000816,2023-10-01,22,974,107,6,1,billing
acc_000816,2023-11-01,26,962,37,5,0,none
acc_000816,2023-12-01,13,930,46,4,1,product
acc_000816,2024-01-01,12,938,115,8,0,none
acc_000816,2024-02-01,14,935,107,7,0,none
acc_000816,2024-03-01,9,898,266,2,0,none
acc_000816,2024-04-01,13,943,50,6,0,none
acc_000816,2024-05-01,22,957,77,7,0,none
acc_000816,2024-05-01,22,964,50,7,0,none
acc_000816,2024-06-01,15,1001,47,8,0,none
acc_000817,2023-09-01,10,199,51,1,1,product
acc_000817,2023-10-01,11,249,54,1,0,none
acc_000817,2023-11-01,15,184,12,2,0,none
acc_000817,2023-12-01,10,213,16,2,0,none
acc_000817,2024-01-01,8,195,39,1,0,none
acc_000817,2024-02-01,9,210,2,3,0,none
acc_000817,2024-03-01,9,189,24,3,0,none
acc_000817,2024-04-01,10,188,40,3,0,none
acc_000817,2024-05-01,9,198,39,3,0,none
acc_000817,2024-05-01,13,204,12,3,0,none
acc_000817,2024-06-01,15,231,32,1,0,none
acc_000818,2023-09-01,16,1233,151,10,0,none
acc_000818,2023-10-01,26,1213,117,6,0,none
acc_000818,2023-11-01,21,1219,65,2,0,none
acc_000818,2023-12-01,19,1201,98,7,0,none
acc_000818,2024-01-01,23,1223,226,8,0,none
acc_000818,2024-02-01,22,1241,98,8,0,none
acc_000818,2024-03-01,19,1253,78,10,0,none
acc_000818,2024-04-01,18,1142,117,9,0,none
acc_000818,2024-05-01,16,1163,45,6,0,none
acc_000818,2024-05-01,8,1155,113,11,0,none
acc_000818,2024-06-01,14,1196,31,10,0,none
acc_000819,2023-11-01,9,733,102,6,0,none
acc_000819,2023-12-01,12,702,99,1,0,none
acc_000819,2024-01-01,10,697,21,1,0,none
acc_000819,2024-02-01,17,705,14,8,0,none
acc_000819,2024-03-01,10,735,23,4,0,none
acc_000819,2024-04-01,9,731,24,6,0,none
acc_000819,2024-05-01,12,735,39,8,0,none
acc_000819,2024-05-01,8,759,122,8,0,none
acc_000819,2024-06-01,12,681,43,5,0,none
acc_000820,2024-02-01,12,945,88,10,1,product
acc_000820,2024-03-01,18,981,65,9,1,product
acc_000820,2024-04-01,10,933,208,8,0,none
acc_000820,2024-05-01,17,962,42,7,0,none
acc_000820,2024-05-01,13,896,78,4,0,none
acc_000820,2024-06-01,22,957,66,7,0,none
acc_000821,2023-05-01,7,467,26,1,0,none
acc_000821,2023-06-01,6,256,43,5,0,none
acc_000821,2023-07-01,3,272,16,3,0,none
acc_000821,2023-08-01,4,494,3,4,0,none
acc_000821,2023-09-01,6,466,31,1,0,none
acc_000821,2023-10-01,3,485,30,3,0,none
acc_000821,2023-11-01,6,489,20,2,0,none
acc_000821,2023-12-01,3,473,47,5,0,none
acc_000821,2024-01-01,7,478,22,1,0,none
acc_000821,2024-02-01,7,471,66,8,0,none
acc_000821,2024-03-01,5,455,20,6,0,none
acc_000821,2024-04-01,7,486,29,3,0,none
acc_000821,2024-05-01,11,489,42,6,0,none
acc_000821,2024-05-01,12,449,39,7,0,none
acc_000821,2024-06-01,6,479,28,4,0,none
acc_000822,2024-01-01,12,197,32,1,0,none
acc_000822,2024-02-01,9,209,1,1,0,none
acc_000822,2024-03-01,6,199,22,1,0,none
acc_000822,2024-04-01,12,180,10,3,0,none
acc_000822,2024-05-01,17,166,14,1,0,none
acc_000822,2024-05-01,6,218,9,2,0,none
acc_000822,2024-06-01,11,212,8,1,0,none
acc_000823,2023-09-01,12,899,117,8,1,product
acc_000823,2023-10-01,12,981,43,4,0,none
acc_000823,2023-11-01,16,973,99,5,0,none
acc_000823,2023-12-01,11,992,17,7,0,none
acc_000823,2024-01-01,17,935,20,11,0,none
acc_000823,2024-02-01,12,943,2,5,0,none
acc_000823,2024-03-01,12,920,10,6,1,product
acc_000823,2024-04-01,13,986,82,9,0,none
acc_000823,2024-05-01,16,950,57,4,0,none
acc_000823,2024-05-01,11,991,53,8,0,none
acc_000823,2024-06-01,12,983,6,8,0,none
acc_000824,2023-05-01,12,208,7,3,0,none
