account_id,account_name,plan_tier,vertical,company_size,acquisition_channel,integration_count,account_age_days,contract_value_aud,churned_90d,upgraded_90d
acc_000647,Mendoza Group,starter,customer_success,mid,paid_search,2,486,2821.82,False,False
acc_000648,"Zhang, Brooks and Miles",pro,mixed,small,referral,1,301,19251.85,False,False
acc_000649,Todd-Pham,pro,revops,mid,partner,2,429,22580.92,True,False
acc_000650,Gill Ltd,starter,revops,mid,paid_search,2,228,3567.08,False,False
acc_000651,"Marks, Miller and Griffin",pro,hr,large,referral,4,341,22486.38,False,False
acc_000652,"Cox, Stark and Rodriguez",pro,hr,large,partner,3,261,20486.34,False,True
acc_000653,"Leach, Harris and Herrera",starter,customer_success,large,outbound,2,461,3725.38,False,False
acc_000654,Murphy PLC,pro,customer_success,large,outbound,1,132,9774.83,False,False
acc_000655,Wilson-Harris,pro,customer_success,large,paid_search,3,393,17701.55,False,False
acc_000656,"Burns, Nolan and Griffin",enterprise,revops,mid,referral,0,89,98469.75,False,False
acc_000657,Chavez PLC,pro,revops,large,organic,2,375,19461.64,True,False
acc_000658,Bryant-Brown,pro,hr,large,organic,2,297,7916.47,False,False
acc_000659,Chambers-Parker,starter,finance,small,paid_search,2,432,1779.37,False,False
acc_000660,Foster Inc,starter,hr,large,outbound,2,181,1934.4,False,False
acc_000661,"Robinson, Jones and Henderson",pro,hr,mid,outbound,2,375,19310.86,False,False
acc_000662,"Brown, Mcknight and Michael",pro,customer_success,mid,paid_search,0,431,20343.01,False,False
acc_000663,Andersen Group,pro,customer_success,small,referral,5,243,23220.64,True,False
acc_000664,Mitchell and Sons,enterprise,hr,mid,paid_search,4,158,48277.85,False,False
acc_000665,Cannon Ltd,pro,it_ops,small,paid_search,8,354,18683.32,True,False
acc_000666,"Stuart, Brooks and Vance",pro,it_ops,mid,outbound,1,427,19048.46,False,False
acc_000667,Kane-Knox,starter,revops,large,paid_search,2,522,1825.66,False,True
acc_000668,Miller-Brandt,pro,hr,small,outbound,3,96,8896.72,False,False
acc_000669,"Anderson, Dalton and Wilson",pro,finance,mid,partner,4,50,8766.66,False,False
acc_000670,"Long, Anderson and Irwin",starter,finance,large,outbound,2,368,2284.16,False,False
acc_000671,Avila LLC,pro,revops,small,organic,0,299,9959.32,False,False
acc_000672,Nunez-Stephens,starter,finance,mid,referral,2,304,2652.3,False,False
acc_000673,"Gray, Hall and Murray",starter,mixed,mid,referral,2,180,1986.4,False,False
acc_000674,Hill Ltd,pro,revops,large,organic,2,532,17687.4,False,False
acc_000675,Johnson Ltd,starter,hr,small,outbound,1,500,3436.07,False,False
acc_000676,Mendez-Mayer,enterprise,customer_success,small,partner,3,513,40203.66,False,False
acc_000677,Allen Inc,starter,customer_success,small,outbound,2,424,2549.85,False,False
acc_000678,Wheeler Group,pro,revops,small,partner,4,128,11765.63,False,True
acc_000679,"Powers, Brennan and Sanchez",starter,finance,large,organic,2,303,1226.39,False,False
acc_000680,Morales and Sons,starter,customer_success,mid,organic,2,247,4208.39,False,False
acc_000681,"Robinson, Shields and Brown",starter,it_ops,large,organic,0,252,3527.62,False,False
acc_000682,"Holder, Young and Hendricks",enterprise,customer_success,small,referral,3,199,33409.77,False,False
acc_000683,"Flores, Harper and Chambers",starter,finance,small,paid_search,2,450,2019.52,False,False
acc_000684,Young-Walter,starter,revops,mid,referral,1,38,2602.21,False,True
acc_000685,"Boyd, Gutierrez and Hill",starter,finance,mid,paid_search,2,411,3308.19,True,False
acc_000686,"Fry, Hobbs and Buck",pro,finance,large,paid_search,2,432,18345.82,False,False
acc_000687,"Shelton, Peters and Williams",pro,hr,large,referral,2,450,17893.02,False,False
acc_000688,David-Powers,starter,revops,small,referral,0,438,4258.08,True,False
acc_000689,"Flores, Butler and Hernandez",starter,customer_success,small,partner,2,524,4062.06,True,False
acc_000690,White-Medina,pro,hr,large,outbound,3,314,8544.73,False,False
acc_000691,Atkinson LLC,starter,revops,small,outbound,2,73,2296.89,False,True
acc_000692,"Thomas, Ford and Brown",pro,mixed,small,referral,2,360,21326.26,False,False
acc_000693,Faulkner-Grant,starter,finance,mid,paid_search,1,88,1852.89,False,False
acc_000694,Price LLC,pro,it_ops,large,partner,3,539,15879.32,False,False
acc_000695,Rivera Inc,pro,finance,mid,paid_search,3,131,19060.61,False,True
acc_000696,Boone-Davis,starter,hr,small,outbound,1,81,2226.49,False,False
acc_000697,"Calderon, Williams and Bennett",starter,finance,mid,referral,2,367,2300.43,False,False
acc_000698,"Morrison, Russo and Lopez",pro,revops,small,referral,7,249,9035.51,False,False
acc_000699,"Ramsey, Hansen and Mendoza",starter,it_ops,mid,outbound,0,171,4224.4,False,False
acc_000700,Turner-Stout,starter,customer_success,large,referral,2,213,3989.16,True,False
acc_000701,Giles Ltd,starter,finance,mid,paid_search,2,173,4291.37,True,False
acc_000702,Burgess Group,starter,revops,small,partner,2,69,3818.73,True,False
acc_000703,Dominguez Ltd,enterprise,it_ops,mid,organic,2,326,66462.1,False,False
acc_000704,Sanders and Sons,pro,mixed,mid,outbound,3,306,14497.87,False,False
acc_000705,"Morris, Campbell and Owens",pro,hr,small,organic,4,405,21428.95,False,False
acc_000706,"Howard, Green and Hunt",starter,revops,small,referral,2,35,3585.64,False,False
acc_000707,Owens-Lang,pro,it_ops,mid,paid_search,1,293,8526.67,False,False
acc_000708,"Harrison, Franco and Rocha",starter,revops,mid,organic,2,104,3849.31,False,False
acc_000709,Edwards-Williams,starter,hr,small,referral,2,62,2151.69,False,False
acc_000710,Figueroa Inc,starter,customer_success,mid,organic,2,228,2890.83,False,True
acc_000711,Tran-Silva,starter,finance,large,referral,2,390,4686.39,False,False
acc_000712,"Butler, Hernandez and Rivera",pro,hr,mid,outbound,3,321,9129.3,False,False
acc_000713,Hudson-Sanchez,pro,hr,mid,organic,1,294,10528.56,True,False
acc_000714,"Pena, Cohen and Scott",enterprise,hr,small,organic,3,206,73817.54,False,False
acc_000715,Levy-May,starter,customer_success,mid,paid_search,2,114,2027.97,False,False
acc_000716,Murray-Oconnor,pro,hr,small,paid_search,2,338,18911.45,False,False
acc_000717,Jackson-Cortez,starter,hr,mid,organic,2,276,3630.83,True,False
acc_000718,White-Preston,starter,revops,mid,referral,2,154,1355.32,False,False
acc_000719,"Bernard, Warren and Combs",pro,finance,mid,paid_search,5,323,8643.57,True,False
acc_000720,Landry Ltd,starter,mixed,mid,referral,0,526,3228.98,False,False
acc_000721,Duran Group,starter,customer_success,mid,referral,1,73,1979.74,False,False
acc_000722,Kirby and Sons,pro,revops,mid,paid_search,1,240,16815.1,False,False
acc_000723,Mann Inc,pro,it_ops,small,outbound,1,165,9018.99,False,False
acc_000724,Wagner LLC,pro,mixed,mid,paid_search,0,223,12938.31,False,False
acc_000725,Williamson Ltd,starter,hr,large,outbound,2,244,4175.45,False,False
acc_000726,"Durham, Hopkins and Smith",pro,finance,large,outbound,2,479,20109.63,False,False
acc_000727,"Arnold, Smith and Moreno",pro,finance,mid,paid_search,2,338,15707.15,True,False
acc_000728,Nichols-Mitchell,starter,mixed,mid,referral,2,245,2533.36,True,False
acc_000729,"Li, Craig and Drake",starter,revops,small,organic,2,434,3967.22,True,False
acc_000730,Rodriguez Inc,starter,it_ops,large,organic,0,324,1551.78,False,False
acc_000731,"Hernandez, Lee and Fox",starter,revops,small,organic,2,175,3353.85,False,False
acc_000732,Adams-Sanders,pro,hr,small,organic,3,33,16403.77,False,False
acc_000733,Chung-Stevens,starter,finance,mid,outbound,1,191,2671.84,False,True
acc_000734,Branch and Sons,starter,revops,mid,paid_search,1,304,2724.82,False,False
acc_000735,Sutton-Abbott,starter,hr,mid,organic,2,241,3187.58,False,False
acc_000736,"Frey, Santos and Johnson",pro,finance,mid,referral,4,536,11519.76,False,False
acc_000737,Gray-Tran,starter,customer_success,mid,organic,1,367,1628.71,False,False
acc_000738,Walsh Ltd,starter,it_ops,large,paid_search,0,290,2642.02,True,False
acc_000739,Miller Group,starter,revops,mid,organic,0,112,2600.77,False,True
acc_000740,"Mueller, Knight and Hodge",pro,it_ops,mid,referral,1,337,13836.79,False,False
acc_000741,Jacobson Inc,starter,hr,small,paid_search,0,226,4550.47,False,False
acc_000742,Lewis Ltd,starter,customer_success,small,partner,2,59,4604.58,True,False
acc_000743,"Alvarez, Williams and Jones",pro,customer_success,small,paid_search,3,366,22753.65,False,True
acc_000744,Lam-Elliott,pro,finance,mid,outbound,3,387,10170.08,False,False
acc_000745,White LLC,starter,finance,small,paid_search,2,110,1512.63,False,False
acc_000746,Ali PLC,starter,revops,mid,referral,2,132,3063.87,False,False
acc_000747,Goodwin Ltd,pro,finance,small,referral,5,454,16064.05,True,False
acc_000748,Hickman-Evans,pro,hr,mid,paid_search,4,523,9501.45,False,False
acc_000749,"Allen, Davenport and Price",enterprise,revops,small,referral,3,84,80276.76,True,False
acc_000750,"Rivera, Campos and Taylor",pro,hr,small,outbound,1,161,21770.03,False,False
acc_000751,"Ramsey, Mason and Mccann",pro,revops,mid,partner,0,318,14705.34,False,False
acc_000752,Davis and Sons,starter,hr,mid,outbound,2,489,3312.58,False,False
acc_000753,Peterson PLC,starter,finance,small,outbound,1,539,1993.38,False,False
acc_000754,"Sanders, Ayala and Johnson",pro,it_ops,small,referral,7,304,6175.02,False,False
acc_000755,Bowers-Hayes,pro,hr,small,outbound,3,450,12155.87,True,False
acc_000756,Kelly Group,pro,finance,small,paid_search,5,323,10843.36,False,True
acc_000757,Lopez-Willis,enterprise,customer_success,large,referral,3,132,51137.52,False,False
acc_000758,Miller-Montgomery,starter,hr,small,organic,0,458,3426.95,False,False
acc_000759,Marquez Inc,starter,finance,large,outbound,2,369,2973.59,True,False
acc_000760,Moore-Dawson,starter,it_ops,large,organic,2,220,3434.4,False,False
acc_000761,"Moore, Price and Ward",starter,mixed,large,organic,2,281,1858.34,False,False
acc_000762,Smith LLC,pro,revops,small,organic,1,95,6974.67,False,False
acc_000763,Ward-Nelson,pro,revops,mid,outbound,4,231,21487.2,False,True
acc_000764,Miller Group,pro,revops,small,outbound,1,191,18405.79,False,False
acc_000765,Hawkins-Hunt,starter,hr,mid,referral,2,343,4302.63,False,False
acc_000766,Johnson LLC,starter,hr,small,partner,1,205,2517.33,False,False
acc_000767,"Davis, George and Nguyen",starter,hr,mid,referral,1,467,2642.13,False,False
acc_000768,Smith-Gutierrez,starter,revops,large,outbound,0,446,1559.53,False,False
acc_000769,Hardy PLC,starter,hr,small,referral,2,104,4080.13,False,False
acc_000770,Armstrong and Sons,pro,revops,small,referral,3,98,23920.11,False,False
acc_000771,"James, Taylor and Turner",pro,revops,mid,organic,3,183,10517.53,False,False
acc_000772,Thomas-Jackson,pro,finance,small,paid_search,4,140,20648.73,True,False
acc_000773,Fisher-Washington,starter,customer_success,small,referral,2,214,2497.1,False,False
acc_000774,Ward and Sons,pro,it_ops,small,referral,3,209,21612.63,False,False
acc_000775,"Weber, Wheeler and Gonzalez",enterprise,finance,mid,outbound,5,119,118143.58,False,False
acc_000776,Taylor Inc,starter,hr,mid,organic,1,258,4402.68,False,False
acc_000777,Cook-Oliver,starter,hr,mid,paid_search,2,115,3506.09,False,True
acc_000778,Alexander-Jordan,enterprise,revops,mid,referral,4,494,36420.97,False,False
acc_000779,"Mccann, Taylor and Flores",starter,hr,small,referral,0,166,3379.39,False,False
acc_000780,"Harris, Edwards and Oconnell",starter,mixed,mid,partner,1,412,3312.91,False,False
acc_000781,Carter-Neal,enterprise,revops,small,paid_search,1,402,51116.45,True,False
acc_000782,Faulkner-Casey,starter,customer_success,mid,paid_search,2,233,1570.83,True,False
acc_000783,Bennett-Velasquez,starter,it_ops,mid,paid_search,0,233,3086.34,False,True
acc_000784,Diaz-Frederick,enterprise,finance,mid,paid_search,4,506,109692.42,False,False
acc_000785,Vargas PLC,starter,hr,small,outbound,2,97,3096.27,False,True
acc_000786,Maldonado PLC,starter,finance,small,partner,2,472,2914.16,False,False
acc_000787,Benton Group,enterprise,revops,small,referral,2,526,115363.75,False,False
acc_000788,"Clark, Salinas and Guerra",pro,revops,mid,organic,4,479,16151.72,False,True
acc_000789,Fuentes Group,pro,customer_success,small,referral,1,306,10088.31,False,False
acc_000790,"Porter, Schultz and Allen",starter,hr,small,paid_search,2,35,1200.33,True,False
acc_000791,"Moore, Henderson and Bennett",pro,it_ops,small,referral,2,34,18379.86,False,False
acc_000792,Ewing-Mendoza,starter,it_ops,small,organic,2,438,2254.52,False,False
acc_000793,Ferguson-Mclean,starter,finance,small,referral,2,317,2773.58,False,False
acc_000794,"Barnes, Johnson and Schmitt",starter,customer_success,mid,organic,2,142,2146.73,False,False
acc_000795,"Woodard, Herrera and Little",starter,hr,mid,partner,1,443,3698.13,False,True
acc_000796,Rodriguez and Sons,starter,customer_success,mid,paid_search,2,126,4272.54,False,False
acc_000797,"Ortega, Jackson and Salazar",starter,hr,mid,outbound,2,169,3721.7,False,False
acc_000798,"Terrell, Byrd and Ross",starter,hr,small,partner,2,41,1869.38,True,False
acc_000799,Sheppard-Jordan,starter,hr,mid,organic,2,149,1524.71,False,False
acc_000800,Garcia and Sons,starter,hr,small,organic,2,285,4792.67,False,False
acc_000801,"Burgess, Grant and Watts",starter,it_ops,small,organic,2,517,1725.92,True,False
acc_000802,Griffin Group,starter,revops,mid,paid_search,2,488,4229.54,False,False
acc_000803,Barton-Chapman,pro,it_ops,small,organic,5,157,12926.36,False,False
acc_000804,"Hernandez, Cuevas and Webb",enterprise,hr,large,paid_search,7,406,99389.64,False,False
acc_000805,Perry-Nixon,pro,mixed,mid,outbound,1,189,22851.87,False,False
acc_000806,Guerra Ltd,starter,customer_success,mid,outbound,2,92,2111.93,False,False
acc_000807,Bailey LLC,pro,finance,large,organic,1,141,23518.93,False,False
acc_000808,Mueller-Boyd,starter,revops,small,organic,2,329,1630.74,False,True
acc_000809,Alvarez-Kim,pro,finance,small,organic,0,273,18391.32,False,False
acc_000810,"Chavez, Jones and Williams",starter,it_ops,small,referral,2,381,3427.12,True,False
acc_000811,"Wilson, Sweeney and Wong",enterprise,mixed,mid,paid_search,1,360,43852.66,False,False
acc_000812,"Marsh, Spears and Yang",pro,finance,mid,referral,3,315,20194.11,False,True
acc_000813,"Thompson, Moore and Castro",pro,it_ops,small,paid_search,4,382,12799.84,False,False
acc_000814,Hall-Sullivan,pro,hr,small,organic,1,316,11304.86,False,False
acc_000815,Lopez Ltd,pro,finance,small,referral,3,404,14431.1,True,False
acc_000816,Foster-Mclaughlin,pro,revops,large,paid_search,2,301,8790.46,True,False
acc_000817,Cole Group,starter,hr,small,paid_search,1,356,3021.45,False,False
acc_000818,Smith-Lewis,pro,mixed,mid,referral,2,347,10298.16,False,False
acc_000819,Goodwin-Stokes,pro,customer_success,mid,referral,4,298,18298.04,False,False
acc_000820,Ray PLC,pro,finance,small,referral,1,194,7988.35,False,False
acc_000821,Diaz and Sons,pro,finance,large,paid_search,6,477,6562.93,False,False
acc_000822,Wilson-Lambert,starter,finance,small,outbound,2,228,3568.52,False,False
acc_000823,Rose-Fowler,pro,customer_success,small,referral,2,340,18921.21,False,False
acc_000824,"Price, Long and Wilson",starter,mixed,mid,partner,1,456,1487.84,False,False
acc_000825,Bruce-Williamson,pro,finance,mid,partner,6,242,20796.48,False,False
acc_000826,"Mccarthy, Evans and Mendez",pro,finance,mid,outbound,3,405,7266.99,False,False
acc_000827,Powers LLC,starter,mixed,large,paid_search,2,401,2031.66,True,False
acc_000828,Allen Inc,starter,finance,mid,outbound,2,515,1844.03,False,False
acc_000829,Brooks and Sons,pro,revops,small,outbound,2,213,18140.87,False,False
acc_000830,"Price, Carlson and Andrews",pro,revops,small,organic,2,311,13228.03,False,False
acc_000831,Lopez-Reid,starter,finance,large,referral,2,210,4448.95,False,False
acc_000832,"Ellison, Arias and Thompson",pro,mixed,large,referral,1,354,13750.59,False,False
acc_000833,Burns and Sons,pro,customer_success,mid,paid_search,1,422,15904.3,False,False
acc_000834,Edwards Group,pro,hr,mid,partner,2,30,19073.64,False,False
acc_000835,"Brown, Howard and Smith",enterprise,revops,mid,partner,4,184,30591.19,False,False
acc_000836,Lee Group,enterprise,hr,small,organic,1,512,92074.73,False,False
acc_000837,"Wagner, Simpson and Cohen",starter,revops,mid,partner,2,109,1539.43,False,False
acc_000838,Mckinney-Wallace,starter,finance,small,partner,2,157,2038.78,False,False
acc_000839,Miller Inc,pro,finance,small,partner,1,405,7389.63,False,False
acc_000840,Carter LLC,starter,revops,mid,partner,2,389,3274.44,False,False
acc_000841,Medina and Sons,enterprise,revops,small,organic,6,325,64339.15,False,False
acc_000842,Cunningham-Barton,pro,mixed,small,organic,4,252,13497.39,True,False
acc_000843,Dunn-Wilson,pro,it_ops,small,outbound,4,338,22715.76,False,False
acc_000844,Adams PLC,pro,customer_success,small,outbound,3,193,15718.74,False,False
acc_000845,Weaver-Sherman,starter,revops,small,paid_search,2,404,4790.52,True,False
acc_000846,"Alexander, Robinson and Coleman",enterprise,it_ops,mid,paid_search,2,251,56080.47,True,False
acc_000847,"Greer, Potter and Evans",starter,finance,small,outbound,2,55,3173.35,False,False
acc_000848,Cole LLC,starter,revops,small,outbound,1,420,1685.53,False,False
acc_000849,Gonzales Inc,pro,revops,mid,paid_search,5,345,23947.42,False,True
acc_000850,Clark Ltd,pro,hr,small,referral,5,380,22634.49,False,False
acc_000851,"Norris, Callahan and Bishop",starter,customer_success,small,referral,0,194,2440.29,True,False
acc_000852,Martin-Taylor,pro,it_ops,small,referral,2,450,23822.87,False,False
acc_000853,Li Inc,starter,finance,small,organic,2,132,3667.29,True,False
acc_000854,"Bell, Campbell and Ryan",starter,customer_success,small,organic,1,154,4616.19,True,False
acc_000855,Werner-Carter,enterprise,it_ops,mid,paid_search,1,385,102385.27,False,False
acc_000856,"Adams, Hodge and Duke",starter,revops,small,organic,2,138,1933.68,False,False
acc_000857,"Ochoa, Taylor and Brady",pro,hr,mid,organic,2,102,18511.28,False,False
acc_000858,Sellers-Riddle,pro,hr,large,outbound,5,160,9065.75,False,False
acc_000859,"Martinez, Cline and Wright",starter,it_ops,mid,paid_search,1,365,4602.64,False,False
acc_000860,"Morris, Wright and Bridges",starter,customer_success,mid,partner,0,214,4311.42,False,False
acc_000861,Burns-Ray,starter,it_ops,mid,paid_search,2,224,3030.75,False,True
acc_000862,Burton-Brooks,pro,mixed,mid,outbound,7,75,9355.51,False,False
acc_000863,Schultz Inc,pro,revops,large,paid_search,5,156,22600.86,False,True
acc_000864,Robertson-Ramirez,starter,revops,mid,paid_search,2,380,2466.89,False,False
acc_000865,Gibson-Freeman,pro,hr,large,outbound,4,445,7116.17,False,False
acc_000866,"Smith, Schroeder and Oconnor",starter,revops,large,partner,0,513,3197.78,True,False
acc_000867,"Stanton, Reid and Terry",starter,finance,large,outbound,2,74,3827.6,True,False
acc_000868,Flynn Group,pro,customer_success,large,outbound,1,243,10326.49,False,False
acc_000869,Donaldson and Sons,starter,mixed,large,referral,2,307,1674.38,False,False
acc_000870,Adams-Clayton,pro,revops,mid,paid_search,3,100,11561.97,False,False
acc_000871,Kelley-Anderson,pro,revops,small,partner,3,529,19860.9,True,False
acc_000872,Kramer-Shannon,pro,revops,small,paid_search,2,302,23074.83,False,False
acc_000873,Williams Ltd,starter,hr,large,organic,2,421,2347.27,False,False
acc_000874,Smith-Noble,enterprise,mixed,small,organic,2,450,110471.71,False,False
acc_000875,Alexander Inc,enterprise,hr,mid,paid_search,3,124,32357.84,False,False
acc_000876,Harris-Barker,enterprise,customer_success,mid,outbound,1,335,50896.43,False,False
acc_000877,Khan LLC,pro,hr,mid,referral,3,287,21230.49,False,False
acc_000878,Baxter LLC,starter,customer_success,small,referral,1,272,1695.05,False,False
acc_000879,Pena LLC,starter,finance,mid,paid_search,2,168,4620.71,False,False
acc_000880,Watson Ltd,starter,customer_success,small,paid_search,2,120,4537.57,False,False
acc_000881,Williams Ltd,enterprise,it_ops,mid,referral,5,264,109882.82,False,False
acc_000882,Barber-Fischer,starter,it_ops,mid,organic,2,398,2326.43,False,False
acc_000883,Rios-Padilla,pro,customer_success,mid,outbound,1,478,18674.03,False,False
acc_000884,Lewis Inc,starter,finance,mid,organic,2,479,4785.01,False,False
acc_000885,Wheeler PLC,pro,revops,mid,outbound,2,294,19772.88,False,False
acc_000886,"Wallace, Smith and Cooper",enterprise,finance,small,partner,5,426,104485.89,False,False
acc_000887,Mcneil Group,starter,revops,mid,paid_search,2,294,4453.23,False,False
acc_000888,"Anderson, Jones and Reyes",starter,customer_success,small,outbound,2,122,4003.43,False,False
acc_000889,"Shaffer, Garcia and Richardson",enterprise,customer_success,small,referral,1,260,32242.09,False,False
acc_000890,Taylor-Ayala,starter,mixed,large,partner,1,76,2100.3,False,False
acc_000891,May Ltd,pro,mixed,mid,organic,1,93,7641.44,True,False
acc_000892,Jones PLC,pro,customer_success,small,organic,1,402,20239.2,False,True
acc_000893,Bishop and Sons,pro,mixed,small,referral,3,423,9075.93,False,False
acc_000894,Bell-Lewis,starter,it_ops,large,paid_search,1,104,1843.92,False,True
acc_000895,"Hernandez, Jenkins and Parks",pro,revops,small,organic,2,258,11198.05,False,False
acc_000896,Miller Inc,starter,mixed,large,paid_search,2,421,2111.2,False,False
acc_000897,Goodwin PLC,starter,it_ops,mid,paid_search,1,481,2976.48,False,False
acc_000898,"Cruz, Richmond and Edwards",starter,customer_success,mid,referral,2,337,3360.37,False,False
acc_000899,Wright Ltd,starter,revops,mid,outbound,2,452,1947.5,False,False
acc_000900,Wright PLC,starter,finance,small,paid_search,2,46,3601.19,False,False
acc_000901,"Griffith, Mitchell and Pugh",pro,hr,large,paid_search,4,243,23887.23,False,False
acc_000902,Abbott Ltd,starter,hr,mid,outbound,0,323,4034.31,False,False
acc_000903,Harris-Lawson,starter,revops,mid,partner,2,77,3966.64,False,False
acc_000904,Adkins LLC,starter,mixed,mid,organic,1,461,3181.7,False,False
acc_000905,"Brown, Hurst and Blevins",starter,finance,mid,paid_search,2,299,2689.53,False,False
acc_000906,Cruz-Allen,starter,hr,small,outbound,2,531,3464.32,True,False
acc_000907,"Wheeler, Rice and Levine",enterprise,revops,mid,partner,0,534,93612.51,False,False
acc_000908,Peck-Anderson,starter,it_ops,small,outbound,2,349,2473.87,False,False
acc_000909,"Fisher, Payne and Thompson",starter,revops,mid,outbound,2,282,4108.73,False,False
acc_000910,Best-Townsend,enterprise,hr,small,paid_search,1,90,32158.81,True,False
acc_000911,Matthews Inc,pro,finance,large,organic,1,242,13452.74,False,True
acc_000912,Lewis-Livingston,starter,revops,mid,paid_search,1,133,3684.06,False,False
acc_000913,Hunter-Fuller,starter,finance,small,outbound,1,422,1222.07,False,True
acc_000914,"Wang, Henderson and Morales",pro,hr,mid,outbound,3,44,20976.77,False,False
acc_000915,"Herrera, Jensen and Ramirez",starter,it_ops,large,referral,2,272,4070.12,False,False
acc_000916,Miller-Mccall,pro,revops,mid,partner,4,304,22126.71,False,False
acc_000917,Herrera Group,starter,it_ops,large,paid_search,2,296,2277.64,False,False
acc_000918,"Walters, Davenport and Becker",pro,hr,mid,paid_search,2,380,11970.95,True,False
acc_000919,Collins Group,enterprise,it_ops,small,paid_search,3,460,32805.58,False,False
acc_000920,"Ashley, Allen and Sanchez",enterprise,customer_success,large,outbound,4,229,46864.1,False,False
acc_000921,Wilson-Salazar,starter,it_ops,small,organic,2,393,1313.86,False,False
acc_000922,Parker Ltd,starter,revops,small,referral,2,516,2289.46,True,False
acc_000923,"Yang, Wilson and Zimmerman",pro,finance,small,paid_search,2,133,22440.37,False,True
acc_000924,"Smith, Crawford and Reed",starter,finance,mid,outbound,2,127,2424.42,True,False
acc_000925,"Logan, Le and Jackson",starter,it_ops,small,referral,2,423,4338.48,False,False
acc_000926,Brady LLC,pro,mixed,mid,paid_search,3,400,6657.95,False,False
acc_000927,"Tanner, Wise and Johnson",starter,it_ops,small,referral,2,52,3673.39,False,False
acc_000928,Nelson-Brown,pro,finance,mid,paid_search,2,296,19791.24,False,False
acc_000929,"Proctor, Burton and Crawford",pro,finance,mid,outbound,3,137,11775.85,False,False
acc_000930,"Ward, Porter and Bradley",starter,hr,small,referral,2,90,2181.56,False,False
acc_000931,Moore-Ayala,starter,finance,large,outbound,1,82,1943.68,False,False
acc_000932,"Craig, Wilson and Yang",starter,hr,small,organic,0,175,3266.7,False,False
acc_000933,Williams Inc,starter,hr,large,outbound,2,55,1668.27,False,False
acc_000934,Williams LLC,starter,customer_success,small,paid_search,2,248,2610.9,True,False
acc_000935,Mora-White,pro,mixed,mid,outbound,2,258,17093.68,False,False
acc_000936,Tran Ltd,starter,it_ops,mid,outbound,1,303,1482.76,False,True
acc_000937,"Rios, Walker and Wright",enterprise,it_ops,mid,paid_search,1,440,112772.01,True,False
acc_000938,"Flores, Mckenzie and Duncan",starter,revops,mid,organic,1,268,2893.97,False,False
acc_000939,Shaw Inc,enterprise,finance,large,paid_search,1,216,65286.92,False,False
acc_000940,Walker PLC,pro,customer_success,mid,partner,3,262,14775.12,False,False
acc_000941,Finley Inc,starter,finance,mid,organic,1,174,3964.59,False,False
acc_000942,Cline-Ayala,pro,finance,small,organic,4,437,7925.66,False,False
acc_000943,Murphy-Tran,pro,finance,small,referral,3,332,13441.95,False,False
acc_000944,Wood LLC,pro,revops,large,referral,2,204,9748.29,False,False
acc_000945,"Mueller, Stevenson and Sanchez",pro,revops,large,outbound,0,205,15801.48,False,False
acc_000946,Vargas-Snyder,starter,customer_success,small,partner,2,323,4212.29,True,False
acc_000947,Oconnor PLC,starter,revops,small,paid_search,2,257,1834.23,False,False
acc_000948,Hernandez Group,enterprise,finance,small,organic,2,424,103787.92,False,False
acc_000949,Hall LLC,starter,customer_success,small,paid_search,2,101,4394.14,True,False
acc_000950,"Franco, Wiley and Tapia",enterprise,customer_success,small,paid_search,1,106,70767.7,False,False
acc_000951,Blake Group,starter,customer_success,small,paid_search,1,479,2339.75,False,False
acc_000952,"Acosta, Garcia and Moreno",pro,mixed,small,partner,1,252,18920.24,True,False
acc_000953,Barnes Inc,enterprise,mixed,mid,outbound,2,291,66377.77,False,False
acc_000954,Dawson Inc,starter,hr,small,outbound,2,57,1203.04,False,True
acc_000955,Morse PLC,pro,mixed,small,referral,4,45,10234.34,False,False
acc_000956,Haynes-Watson,pro,revops,small,referral,5,225,13833.42,False,True
acc_000957,"Miller, Davis and Anderson",starter,finance,small,outbound,2,461,4528.14,False,False
acc_000958,Jones-Bradley,pro,finance,large,outbound,5,98,6208.85,False,True
acc_000959,Bates-Anderson,pro,finance,large,outbound,5,529,23823.92,False,False
acc_000960,Green-Edwards,starter,customer_success,small,referral,1,433,3703.41,True,False
acc_000961,Haynes-Moss,enterprise,customer_success,mid,referral,3,449,70504.12,False,False
acc_000962,Chavez-Hall,starter,finance,mid,outbound,2,463,3831.29,True,False
acc_000963,Taylor PLC,pro,hr,large,outbound,2,47,23608.2,False,False
acc_000964,Moore and Sons,pro,customer_success,small,referral,0,383,7441.14,False,False
acc_000965,Owens-Russell,pro,revops,large,organic,3,173,14368.85,False,False
acc_000966,"Howard, Townsend and Hayes",starter,mixed,small,referral,1,409,3589.45,False,False
acc_000967,Baker-Wilson,pro,customer_success,mid,outbound,1,343,6949.94,False,False
acc_000968,Aguirre LLC,starter,it_ops,mid,outbound,2,270,3266.28,False,False
acc_000969,"Terry, Williams and Huff",starter,hr,large,referral,2,115,1327.17,False,True
acc_000970,Hernandez-Dawson,enterprise,customer_success,mid,outbound,1,61,86637.0,False,False
acc_000971,Foster-Williams,pro,revops,mid,referral,3,407,17237.71,False,False
acc_000972,Green-Ewing,starter,finance,mid,organic,2,172,2107.38,False,True
acc_000973,Crane Group,pro,hr,small,organic,4,339,9143.05,True,False
