account_id,month,courses_assigned,courses_completed,overdue_certifications,seats_used,support_tickets,support_ticket_category
acc_000338,2024-03-01,94,71,9,4,0,none
acc_000338,2024-04-01,81,55,2,7,0,none
acc_000338,2024-05-01,59,48,6,4,0,none
acc_000338,2024-06-01,50,39,6,6,1,none
acc_000338,2024-07-01,52,37,6,5,0,none
acc_000338,2024-08-01,55,38,7,5,1,product
acc_000338,2024-09-01,74,52,4,5,1,product
acc_000338,2024-10-01,100,84,2,7,0,none
acc_000338,2024-11-01,72,48,2,5,0,none
acc_000338,2024-12-01,72,48,1,5,0,none
acc_000338,2024-12-01,65,51,6,6,0,none
acc_000338,2025-01-01,60,41,4,6,0,none
acc_000338,2025-03-01,74,53,9,6,0,none
acc_000339,2024-01-01,106,89,11,2,0,none
acc_000339,2024-02-01,109,98,8,4,0,none
acc_000339,2024-03-01,145,121,17,4,1,product
acc_000339,2024-04-01,170,149,21,4,0,none
acc_000339,2024-05-01,93,84,6,3,0,none
acc_000339,2024-06-01,115,103,5,3,0,none
acc_000339,2024-07-01,97,68,13,4,0,none
acc_000339,2024-08-01,104,92,13,3,0,none
acc_000339,2024-09-01,184,146,15,2,0,none
acc_000339,2024-10-01,191,171,23,2,0,none
acc_000339,2024-11-01,126,89,12,4,0,none
acc_000339,2024-12-01,101,77,14,3,0,none
acc_000339,2024-12-01,100,73,13,4,0,none
acc_000339,2025-01-01,121,97,17,4,0,none
acc_000339,2025-03-01,183,160,14,3,0,none
acc_000340,2024-01-01,8,7,0,1,0,none
acc_000340,2024-02-01,11,9,0,1,1,product
acc_000340,2024-03-01,13,11,0,1,0,none
acc_000340,2024-04-01,17,14,1,1,0,none
acc_000340,2024-05-01,11,10,1,1,0,none
acc_000340,2024-06-01,8,6,0,1,0,none
acc_000340,2024-07-01,8,7,0,1,0,none
acc_000340,2024-08-01,10,8,1,1,0,none
acc_000340,2024-09-01,18,16,1,1,0,none
acc_000340,2024-10-01,13,10,0,1,0,none
acc_000340,2024-11-01,9,8,0,1,0,none
acc_000340,2024-12-01,9,8,1,1,0,none
acc_000340,2024-12-01,9,7,0,1,0,none
acc_000340,2025-01-01,9,7,1,1,0,none
acc_000340,2025-03-01,15,11,0,1,0,none
acc_000341,2024-01-01,238,164,18,13,1,none
acc_000341,2024-02-01,264,170,34,13,0,none
acc_000341,2024-03-01,345,235,48,16,0,none
acc_000341,2024-04-01,419,275,25,18,1,product
acc_000341,2024-05-01,198,123,5,17,0,none
acc_000341,2024-06-01,218,154,15,13,1,none
acc_000341,2024-07-01,243,186,21,17,0,none
acc_000341,2024-08-01,222,146,9,12,0,none
acc_000341,2024-09-01,484,373,31,20,0,none
acc_000341,2024-10-01,276,191,5,20,1,none
acc_000341,2024-11-01,216,161,23,21,0,none
acc_000341,2024-12-01,230,153,24,13,0,none
acc_000341,2024-12-01,234,156,7,20,0,none
acc_000341,2025-01-01,253,191,6,18,0,none
acc_000341,2025-03-01,349,285,25,14,0,none
acc_000342,2024-01-01,38,33,2,4,0,none
acc_000342,2024-02-01,40,35,2,4,0,none
acc_000342,2024-03-01,60,50,2,5,0,none
acc_000342,2024-04-01,45,33,1,5,0,none
acc_000342,2024-05-01,35,25,3,3,0,none
acc_000342,2024-06-01,37,28,3,3,0,none
acc_000342,2024-07-01,42,30,4,3,0,none
acc_000342,2024-08-01,34,30,3,5,0,none
acc_000342,2024-09-01,74,63,6,3,1,product
acc_000342,2024-10-01,50,45,1,3,0,none
acc_000342,2024-11-01,42,30,1,4,1,product
acc_000342,2024-12-01,36,24,3,4,0,none
acc_000342,2024-12-01,36,29,3,4,0,none
acc_000342,2025-01-01,30,27,1,3,0,none
acc_000342,2025-03-01,56,39,5,3,0,none
acc_000343,2024-01-01,21,20,2,3,0,none
acc_000343,2024-02-01,28,26,1,5,1,product
acc_000343,2024-03-01,38,36,3,4,0,none
acc_000343,2024-04-01,32,30,1,4,1,integration
acc_000343,2024-05-01,24,23,0,3,0,none
acc_000343,2024-06-01,27,26,1,4,0,none
acc_000343,2024-07-01,27,23,1,3,0,none
acc_000343,2024-08-01,23,18,2,5,0,none
acc_000343,2024-09-01,34,33,2,4,0,none
acc_000343,2024-10-01,46,40,1,3,0,none
acc_000343,2024-11-01,25,19,1,5,0,none
acc_000343,2024-12-01,21,20,0,4,0,none
acc_000343,2024-12-01,27,21,3,3,0,none
acc_000343,2025-01-01,25,19,1,5,0,none
acc_000343,2025-03-01,36,30,3,3,0,none
acc_000344,2024-01-01,37,23,14,3,1,product
acc_000344,2024-02-01,44,23,7,4,0,none
acc_000344,2024-03-01,59,29,16,4,0,none
acc_000344,2024-04-01,58,28,17,3,0,none
acc_000344,2024-05-01,30,14,6,3,0,none
acc_000344,2024-06-01,39,23,0,2,1,product
acc_000344,2024-07-01,42,23,1,2,0,none
acc_000344,2024-08-01,33,20,4,3,0,none
acc_000344,2024-09-01,72,43,19,3,1,none
acc_000344,2024-10-01,52,27,9,3,0,none
acc_000344,2024-11-01,43,22,7,3,0,none
acc_000344,2024-12-01,37,22,6,3,0,none
acc_000344,2024-12-01,39,25,6,4,0,none
acc_000344,2025-01-01,7,4,0,1,0,none
acc_000344,2025-03-01,31,16,2,1,1,integration
acc_000345,2024-01-01,50,32,5,4,0,none
acc_000345,2024-02-01,44,23,1,7,0,none
acc_000345,2024-03-01,69,47,10,4,0,none
acc_000345,2024-04-01,74,48,3,6,0,none
acc_000345,2024-05-01,43,26,3,5,0,none
acc_000345,2024-06-01,52,27,12,6,0,none
acc_000345,2024-07-01,49,29,14,6,0,none
acc_000345,2024-08-01,39,20,8,4,1,none
acc_000345,2024-09-01,69,42,19,6,1,integration
acc_000345,2024-10-01,68,43,14,8,0,none
acc_000345,2024-11-01,46,30,8,6,0,none
acc_000345,2024-12-01,51,27,14,8,0,none
acc_000345,2024-12-01,45,29,2,8,0,none
acc_000345,2025-01-01,19,12,3,2,0,none
acc_000345,2025-03-01,31,17,2,2,1,integration
acc_000346,2024-01-01,74,52,2,9,0,none
acc_000346,2024-02-01,54,45,6,8,0,none
acc_000346,2024-03-01,89,74,11,8,1,product
acc_000346,2024-04-01,81,61,1,5,0,none
acc_000346,2024-05-01,65,55,4,7,0,none
acc_000346,2024-06-01,55,38,3,6,0,none
acc_000346,2024-07-01,53,38,5,8,0,none
acc_000346,2024-08-01,69,63,1,7,1,integration
acc_000346,2024-09-01,85,78,4,9,0,none
acc_000346,2024-10-01,96,81,12,9,0,none
acc_000346,2024-11-01,75,62,10,5,0,none
acc_000346,2024-12-01,63,49,5,5,0,none
acc_000346,2024-12-01,52,46,1,9,0,none
acc_000346,2025-01-01,69,52,6,5,0,none
acc_000346,2025-03-01,106,75,9,7,0,none
acc_000347,2024-11-01,107,87,8,4,0,none
acc_000347,2024-12-01,105,68,14,5,0,none
acc_000347,2024-12-01,95,62,13,7,1,product
acc_000347,2025-01-01,100,67,7,5,0,none
acc_000347,2025-03-01,121,79,13,5,0,none
acc_000348,2024-01-01,59,37,6,5,0,none
acc_000348,2024-02-01,66,52,9,7,0,none
acc_000348,2024-03-01,92,71,5,4,0,none
acc_000348,2024-04-01,94,77,7,7,0,none
acc_000348,2024-05-01,54,39,2,4,0,none
acc_000348,2024-06-01,71,53,9,6,0,none
acc_000348,2024-07-01,58,44,8,5,0,none
acc_000348,2024-08-01,71,43,8,4,0,none
acc_000348,2024-09-01,91,72,7,5,0,none
acc_000348,2024-10-01,97,68,5,4,0,none
acc_000348,2024-11-01,69,46,3,7,1,product
acc_000348,2024-12-01,56,38,4,6,1,product
acc_000348,2024-12-01,54,37,5,4,0,none
acc_000348,2025-01-01,52,39,1,6,0,none
acc_000348,2025-03-01,91,59,3,4,0,none
acc_000349,2024-11-01,81,54,11,4,0,none
acc_000349,2024-12-01,87,54,24,5,0,none
acc_000349,2024-12-01,92,56,16,4,1,none
acc_000349,2025-01-01,34,20,4,1,0,none
acc_000349,2025-03-01,64,38,23,1,0,none
acc_000350,2024-01-01,213,155,5,8,0,none
acc_000350,2024-02-01,219,180,8,6,0,none
acc_000350,2024-03-01,327,254,26,5,0,none
acc_000350,2024-04-01,352,263,16,9,0,none
acc_000350,2024-05-01,273,181,37,8,0,none
acc_000350,2024-06-01,273,198,16,9,0,none
acc_000350,2024-07-01,242,181,17,6,1,none
acc_000350,2024-08-01,221,155,13,9,0,none
acc_000350,2024-09-01,423,334,34,9,1,product
acc_000350,2024-10-01,402,345,49,6,0,none
acc_000350,2024-11-01,262,208,20,9,0,none
acc_000350,2024-12-01,195,154,18,6,0,none
acc_000350,2024-12-01,260,225,8,9,1,product
acc_000350,2025-01-01,263,183,37,7,0,none
acc_000350,2025-03-01,263,214,22,7,0,none
acc_000351,2024-08-01,12,7,1,3,1,product
acc_000351,2024-09-01,19,12,5,4,0,none
acc_000351,2024-10-01,17,10,0,3,0,none
acc_000351,2024-11-01,12,8,2,5,0,none
acc_000351,2024-12-01,16,9,0,3,0,none
acc_000351,2024-12-01,12,8,2,3,0,none
acc_000351,2025-01-01,3,2,0,1,1,product
acc_000351,2025-03-01,3,1,0,1,0,none
acc_000352,2024-04-01,51,45,6,3,0,none
acc_000352,2024-05-01,41,38,4,4,0,none
acc_000352,2024-06-01,31,28,1,4,0,none
acc_000352,2024-07-01,41,38,5,3,0,none
acc_000352,2024-08-01,39,37,1,4,0,none
acc_000352,2024-09-01,63,61,6,3,0,none
acc_000352,2024-10-01,54,46,5,3,0,none
acc_000352,2024-11-01,37,35,3,4,1,none
acc_000352,2024-12-01,31,27,1,3,0,none
acc_000352,2024-12-01,34,25,3,4,0,none
acc_000352,2025-01-01,32,29,1,4,0,none
acc_000352,2025-03-01,41,31,4,2,0,none
acc_000353,2024-12-01,76,55,7,3,0,none
acc_000353,2025-01-01,80,51,3,3,0,none
acc_000353,2025-03-01,115,76,11,4,0,none
acc_000354,2024-01-01,10,6,0,1,0,none
acc_000354,2024-02-01,8,6,0,1,0,none
acc_000354,2024-03-01,19,16,0,1,0,none
acc_000354,2024-04-01,12,9,0,1,0,none
acc_000354,2024-05-01,8,6,0,1,0,none
acc_000354,2024-06-01,9,6,0,1,0,none
acc_000354,2024-07-01,11,8,0,1,0,none
acc_000354,2024-08-01,8,6,0,1,0,none
acc_000354,2024-09-01,18,13,1,1,0,none
acc_000354,2024-10-01,15,9,0,1,0,none
acc_000354,2024-11-01,11,8,1,1,0,none
acc_000354,2024-12-01,8,5,0,1,0,none
acc_000354,2024-12-01,8,5,0,1,0,none
acc_000354,2025-01-01,11,7,0,1,0,none
acc_000354,2025-03-01,11,8,0,1,0,none
acc_000355,2024-01-01,13,12,1,3,0,none
acc_000355,2024-02-01,11,10,1,2,0,none
acc_000355,2024-03-01,19,15,1,4,0,none
acc_000355,2024-04-01,17,12,0,3,0,none
acc_000355,2024-05-01,11,10,1,2,0,none
acc_000355,2024-06-01,11,9,0,3,0,none
acc_000355,2024-07-01,12,10,1,4,0,none
acc_000355,2024-08-01,14,13,1,2,0,none
acc_000355,2024-09-01,20,18,0,4,0,none
acc_000355,2024-10-01,17,13,1,3,0,none
acc_000355,2024-11-01,13,11,1,4,0,none
acc_000355,2024-12-01,10,9,1,4,0,none
acc_000355,2024-12-01,11,8,0,3,0,none
acc_000355,2025-01-01,12,10,0,2,1,integration
acc_000355,2025-03-01,20,16,1,4,0,none
acc_000356,2024-01-01,61,35,2,3,0,none
acc_000356,2024-02-01,70,39,6,2,0,none
acc_000356,2024-03-01,106,66,24,2,0,none
acc_000356,2024-04-01,135,79,15,3,1,product
acc_000356,2024-05-01,79,39,6,2,0,none
acc_000356,2024-06-01,77,37,12,2,1,none
acc_000356,2024-07-01,64,31,15,2,0,none
acc_000356,2024-08-01,69,45,22,2,0,none
acc_000356,2024-09-01,139,74,26,2,1,integration
acc_000356,2024-10-01,103,55,18,3,0,none
acc_000356,2024-11-01,74,38,19,2,0,none
acc_000356,2024-12-01,66,38,20,3,1,integration
acc_000356,2024-12-01,64,34,17,3,1,integration
acc_000356,2025-01-01,26,12,7,1,0,none
acc_000356,2025-03-01,33,17,0,1,0,none
acc_000357,2024-01-01,240,213,27,18,1,product
acc_000357,2024-02-01,355,295,41,15,1,integration
acc_000357,2024-03-01,615,470,80,12,0,none
acc_000357,2024-04-01,442,436,65,12,0,none
acc_000357,2024-05-01,257,193,15,9,0,none
acc_000357,2024-06-01,272,209,23,14,0,none
acc_000357,2024-07-01,285,233,7,13,0,none
acc_000357,2024-08-01,276,208,18,10,0,none
acc_000357,2024-09-01,331,265,22,13,0,none
acc_000357,2024-10-01,438,378,53,18,0,none
acc_000357,2024-11-01,241,234,17,18,0,none
acc_000357,2024-12-01,270,217,18,10,0,none
acc_000357,2024-12-01,268,261,12,17,0,none
acc_000357,2025-01-01,329,277,42,14,0,none
acc_000357,2025-03-01,375,321,37,10,1,integration
acc_000358,2024-01-01,29,22,3,1,1,none
acc_000358,2024-02-01,32,24,1,1,0,none
acc_000358,2024-03-01,38,25,5,2,0,none
acc_000358,2024-04-01,60,44,2,2,0,none
acc_000358,2024-05-01,33,25,4,2,0,none
acc_000358,2024-06-01,32,22,2,2,0,none
acc_000358,2024-07-01,33,25,1,2,0,none
acc_000358,2024-08-01,35,26,4,1,0,none
acc_000358,2024-09-01,53,44,5,1,0,none
acc_000358,2024-10-01,54,45,7,1,1,product
acc_000358,2024-11-01,28,22,2,2,0,none
acc_000358,2024-12-01,34,23,2,2,0,none
acc_000358,2024-12-01,27,20,3,2,1,integration
acc_000358,2025-01-01,25,19,1,2,0,none
acc_000358,2025-03-01,47,30,2,1,0,none
acc_000359,2024-01-01,17,9,4,1,1,product
acc_000359,2024-02-01,18,11,5,1,0,none
acc_000359,2024-03-01,24,15,1,1,0,none
acc_000359,2024-04-01,28,16,8,1,0,none
acc_000359,2024-05-01,18,9,1,1,1,none
acc_000359,2024-06-01,14,7,2,1,0,none
acc_000359,2024-07-01,14,7,0,1,0,none
acc_000359,2024-08-01,14,7,0,1,0,none
acc_000359,2024-09-01,29,16,1,1,1,none
acc_000359,2024-10-01,18,9,2,1,1,integration
acc_000359,2024-11-01,18,9,2,1,0,none
acc_000359,2024-12-01,16,10,0,1,0,none
acc_000359,2024-12-01,13,8,0,1,0,none
acc_000359,2025-01-01,9,5,0,1,0,none
acc_000359,2025-03-01,10,5,0,1,0,none
acc_000360,2024-01-01,90,67,11,5,0,none
acc_000360,2024-02-01,97,71,12,6,0,none
acc_000360,2024-03-01,152,111,8,3,0,none
acc_000360,2024-04-01,132,98,7,4,0,none
acc_000360,2024-05-01,105,84,12,6,0,none
acc_000360,2024-06-01,90,80,10,5,0,none
acc_000360,2024-07-01,97,73,2,5,0,none
acc_000360,2024-08-01,85,62,2,6,0,none
acc_000360,2024-09-01,166,116,20,5,0,none
acc_000360,2024-10-01,148,108,7,5,0,none
acc_000360,2024-11-01,90,77,6,3,0,none
acc_000360,2024-12-01,120,86,4,6,0,none
acc_000360,2024-12-01,126,85,5,5,0,none
acc_000360,2025-01-01,116,84,9,4,0,none
acc_000360,2025-03-01,213,147,12,3,0,none
acc_000361,2024-01-01,108,78,8,5,0,none
acc_000361,2024-02-01,107,91,10,8,0,none
acc_000361,2024-03-01,152,114,22,6,0,none
acc_000361,2024-04-01,135,108,14,6,0,none
acc_000361,2024-05-01,80,65,3,8,0,none
acc_000361,2024-06-01,83,79,9,8,0,none
acc_000361,2024-07-01,94,75,8,7,0,none
acc_000361,2024-08-01,109,96,9,8,0,none
acc_000361,2024-09-01,133,113,11,8,0,none
acc_000361,2024-10-01,147,105,7,5,0,none
acc_000361,2024-11-01,101,94,6,5,0,none
acc_000361,2024-12-01,80,68,6,4,0,none
acc_000361,2024-12-01,78,55,2,8,0,none
acc_000361,2025-01-01,108,82,4,7,0,none
acc_000361,2025-03-01,186,134,4,7,0,none
acc_000362,2024-12-01,33,23,1,4,1,none
acc_000362,2025-01-01,39,35,2,3,0,none
acc_000362,2025-03-01,51,40,6,2,0,none
acc_000363,2024-01-01,23,20,1,1,1,billing
acc_000363,2024-02-01,23,18,1,1,0,none
acc_000363,2024-03-01,42,31,4,1,1,product
acc_000363,2024-04-01,37,28,4,1,1,none
acc_000363,2024-05-01,21,16,1,1,0,none
acc_000363,2024-06-01,23,15,0,1,1,product
acc_000363,2024-07-01,24,20,1,1,1,none
acc_000363,2024-08-01,18,13,1,1,1,none
acc_000363,2024-09-01,26,20,2,1,0,none
acc_000363,2024-10-01,39,30,4,1,0,none
acc_000363,2024-11-01,20,16,2,1,0,none
acc_000363,2024-12-01,23,17,0,1,0,none
acc_000363,2024-12-01,24,16,2,1,0,none
acc_000363,2025-01-01,20,18,1,1,0,none
acc_000363,2025-03-01,29,23,0,1,0,none
acc_000364,2024-01-01,28,21,2,3,0,none
acc_000364,2024-02-01,32,25,3,2,0,none
acc_000364,2024-03-01,49,36,2,4,0,none
acc_000364,2024-04-01,64,56,5,3,1,integration
acc_000364,2024-05-01,30,24,2,4,0,none
acc_000364,2024-06-01,30,24,3,4,0,none
acc_000364,2024-07-01,37,28,1,4,0,none
acc_000364,2024-08-01,32,25,4,2,0,none
acc_000364,2024-09-01,42,33,3,2,0,none
acc_000364,2024-10-01,55,41,2,4,0,none
acc_000364,2024-11-01,26,22,1,4,1,product
acc_000364,2024-12-01,32,23,1,3,0,none
acc_000364,2024-12-01,38,33,2,4,0,none
acc_000364,2025-01-01,37,33,3,4,0,none
acc_000364,2025-03-01,36,28,4,3,0,none
acc_000365,2024-11-01,90,60,10,5,0,none
acc_000365,2024-12-01,70,48,1,4,0,none
acc_000365,2024-12-01,69,57,5,5,1,integration
acc_000365,2025-01-01,87,56,10,3,0,none
acc_000365,2025-03-01,149,129,15,5,0,none
acc_000366,2024-01-01,64,46,6,7,0,none
acc_000366,2024-02-01,68,47,4,6,0,none
acc_000366,2024-03-01,119,96,15,6,0,none
acc_000366,2024-04-01,99,75,9,7,0,none
acc_000366,2024-05-01,58,48,7,7,0,none
acc_000366,2024-06-01,72,61,5,5,0,none
acc_000366,2024-07-01,51,38,3,5,0,none
acc_000366,2024-08-01,74,56,8,9,0,none
acc_000366,2024-09-01,97,82,13,8,0,none
acc_000366,2024-10-01,103,68,11,7,0,none
acc_000366,2024-11-01,62,42,4,5,0,none
acc_000366,2024-12-01,68,55,6,8,0,none
acc_000366,2024-12-01,66,45,1,8,0,none
acc_000366,2025-01-01,59,38,2,5,0,none
acc_000366,2025-03-01,74,59,1,6,0,none
acc_000367,2025-01-01,21,15,1,3,0,none
acc_000367,2025-03-01,25,20,2,2,0,none
acc_000368,2024-09-01,106,104,14,6,1,billing
acc_000368,2024-10-01,68,57,3,9,1,integration
acc_000368,2024-11-01,58,55,4,5,0,none
acc_000368,2024-12-01,64,57,3,9,0,none
acc_000368,2024-12-01,65,64,5,8,0,none
acc_000368,2025-01-01,55,46,1,10,0,none
acc_000368,2025-03-01,114,110,3,8,0,none
acc_000369,2024-10-01,17,13,1,3,1,billing
acc_000369,2024-11-01,10,7,0,2,0,none
acc_000369,2024-12-01,9,5,0,2,1,product
acc_000369,2024-12-01,13,8,0,3,0,none
acc_000369,2025-01-01,14,9,0,3,1,none
acc_000369,2025-03-01,18,13,0,2,0,none
acc_000370,2024-01-01,14,11,1,3,0,none
acc_000370,2024-02-01,20,15,2,2,0,none
acc_000370,2024-03-01,27,25,2,3,0,none
acc_000370,2024-04-01,28,25,1,2,0,none
acc_000370,2024-05-01,18,15,1,2,0,none
acc_000370,2024-06-01,15,14,1,3,0,none
acc_000370,2024-07-01,16,15,1,3,0,none
acc_000370,2024-08-01,14,11,0,3,0,none
acc_000370,2024-09-01,24,23,0,2,0,none
acc_000370,2024-10-01,23,21,3,3,0,none
acc_000370,2024-11-01,14,13,0,3,0,none
acc_000370,2024-12-01,15,12,2,2,1,integration
acc_000370,2024-12-01,16,14,1,2,0,none
acc_000370,2025-01-01,15,11,0,2,0,none
acc_000370,2025-03-01,26,21,3,2,0,none
acc_000371,2024-01-01,30,29,1,3,0,none
acc_000371,2024-02-01,32,25,0,3,0,none
acc_000371,2024-03-01,47,43,6,2,0,none
acc_000371,2024-04-01,54,48,1,2,0,none
acc_000371,2024-05-01,34,29,3,3,0,none
acc_000371,2024-06-01,38,34,2,3,1,integration
acc_000371,2024-07-01,37,33,4,3,0,none
acc_000371,2024-08-01,34,33,3,3,0,none
acc_000371,2024-09-01,59,47,7,3,1,product
acc_000371,2024-10-01,45,40,4,2,0,none
acc_000371,2024-11-01,32,25,4,3,0,none
acc_000371,2024-12-01,36,30,2,3,0,none
acc_000371,2024-12-01,30,26,1,3,0,none
acc_000371,2025-01-01,39,36,2,2,1,none
acc_000371,2025-03-01,35,32,4,2,0,none
acc_000372,2024-01-01,96,90,8,6,0,none
acc_000372,2024-02-01,90,86,5,7,0,none
acc_000372,2024-03-01,137,115,5,4,0,none
acc_000372,2024-04-01,178,145,12,5,0,none
acc_000372,2024-05-01,106,92,11,7,0,none
acc_000372,2024-06-01,115,99,2,4,0,none
acc_000372,2024-07-01,100,81,12,4,0,none
acc_000372,2024-08-01,100,95,3,5,1,none
acc_000372,2024-09-01,167,123,11,4,1,product
acc_000372,2024-10-01,149,110,13,7,0,none
acc_000372,2024-11-01,95,81,2,4,0,none
acc_000372,2024-12-01,117,94,7,5,0,none
acc_000372,2024-12-01,112,101,3,7,1,integration
acc_000372,2025-01-01,106,97,2,6,0,none
acc_000372,2025-03-01,119,89,9,4,1,product
acc_000373,2024-01-01,18,14,1,3,0,none
acc_000373,2024-02-01,22,16,1,2,0,none
acc_000373,2024-03-01,36,28,1,3,1,product
acc_000373,2024-04-01,36,27,4,4,0,none
acc_000373,2024-05-01,20,14,2,2,0,none
acc_000373,2024-06-01,20,15,0,3,0,none
acc_000373,2024-07-01,19,13,0,4,0,none
acc_000373,2024-08-01,19,16,1,4,0,none
acc_000373,2024-09-01,34,27,3,4,0,none
acc_000373,2024-10-01,35,24,2,3,0,none
acc_000373,2024-11-01,20,16,0,3,0,none
acc_000373,2024-12-01,24,16,1,4,0,none
acc_000373,2024-12-01,22,18,1,2,0,none
acc_000373,2025-01-01,20,16,0,4,0,none
acc_000373,2025-03-01,24,17,2,3,1,none
acc_000374,2024-12-01,80,53,3,5,0,none
acc_000374,2025-01-01,94,66,9,4,0,none
acc_000374,2025-03-01,151,98,18,3,0,none
acc_000375,2024-08-01,18,14,0,2,0,none
acc_000375,2024-09-01,22,17,2,2,0,none
acc_000375,2024-10-01,29,23,1,2,0,none
acc_000375,2024-11-01,15,11,1,3,1,none
acc_000375,2024-12-01,18,12,1,2,0,none
acc_000375,2024-12-01,15,11,1,3,0,none
acc_000375,2025-01-01,17,11,0,2,0,none
acc_000375,2025-03-01,23,17,0,3,0,none
acc_000376,2025-01-01,35,34,3,5,1,billing
acc_000376,2025-03-01,66,65,7,5,0,none
acc_000377,2024-08-01,139,132,6,15,0,none
acc_000377,2024-09-01,224,167,21,9,0,none
acc_000377,2024-10-01,232,216,21,9,0,none
acc_000377,2024-11-01,133,103,6,14,0,none
acc_000377,2024-12-01,109,98,14,14,0,none
acc_000377,2024-12-01,151,127,14,14,0,none
acc_000377,2025-01-01,160,142,23,14,0,none
acc_000377,2025-03-01,193,148,11,13,0,none
acc_000378,2024-11-01,37,24,7,10,1,product
acc_000378,2024-12-01,40,23,10,9,0,none
acc_000378,2024-12-01,38,20,10,8,0,none
acc_000378,2025-01-01,10,5,0,2,1,integration
acc_000378,2025-03-01,30,17,5,3,0,none
acc_000379,2024-07-01,105,78,6,14,0,none
acc_000379,2024-08-01,150,112,12,21,1,none
acc_000379,2024-09-01,256,209,31,20,0,none
acc_000379,2024-10-01,157,128,21,13,0,none
acc_000379,2024-11-01,150,121,6,14,0,none
acc_000379,2024-12-01,128,97,8,20,0,none
acc_000379,2024-12-01,107,89,14,11,0,none
acc_000379,2025-01-01,123,91,17,17,0,none
acc_000379,2025-03-01,199,160,15,21,0,none
acc_000380,2024-09-01,293,235,20,8,0,none
acc_000380,2024-10-01,321,262,13,5,0,none
acc_000380,2024-11-01,198,158,15,5,0,none
acc_000380,2024-12-01,162,154,11,4,0,none
acc_000380,2024-12-01,178,165,3,6,1,integration
acc_000380,2025-01-01,177,158,17,7,0,none
acc_000380,2025-03-01,280,251,24,7,0,none
acc_000381,2024-01-01,36,24,2,1,0,none
acc_000381,2024-02-01,42,25,4,1,0,none
acc_000381,2024-03-01,62,37,20,1,1,integration
acc_000381,2024-04-01,41,25,4,1,0,none
acc_000381,2024-05-01,34,20,6,1,1,product
acc_000381,2024-06-01,40,26,5,1,1,product
acc_000381,2024-07-01,42,27,8,1,0,none
acc_000381,2024-08-01,33,18,4,1,0,none
acc_000381,2024-09-01,58,38,10,1,1,product
acc_000381,2024-10-01,41,23,5,1,1,none
acc_000381,2024-11-01,42,23,4,1,1,product
acc_000381,2024-12-01,35,24,4,1,0,none
acc_000381,2024-12-01,33,21,3,1,0,none
acc_000381,2025-01-01,9,6,0,1,1,none
acc_000381,2025-03-01,29,20,7,1,0,none
acc_000382,2024-01-01,9,6,0,4,0,none
acc_000382,2024-02-01,11,9,0,4,0,none
acc_000382,2024-03-01,18,15,2,3,0,none
acc_000382,2024-04-01,13,9,1,4,0,none
acc_000382,2024-05-01,11,10,1,3,0,none
acc_000382,2024-06-01,8,6,0,5,0,none
acc_000382,2024-07-01,11,10,1,4,0,none
acc_000382,2024-08-01,10,7,1,3,0,none
acc_000382,2024-09-01,13,10,1,3,0,none
acc_000382,2024-10-01,18,14,2,3,0,none
acc_000382,2024-11-01,13,11,0,4,1,none
acc_000382,2024-12-01,9,6,1,5,0,none
acc_000382,2024-12-01,12,9,1,3,0,none
acc_000382,2025-01-01,11,9,1,5,0,none
acc_000382,2025-03-01,21,19,2,3,0,none
acc_000383,2024-01-01,20,15,1,4,0,none
acc_000383,2024-02-01,20,16,1,4,0,none
acc_000383,2024-03-01,35,32,2,3,0,none
acc_000383,2024-04-01,38,29,4,3,1,none
acc_000383,2024-05-01,19,17,1,3,1,none
acc_000383,2024-06-01,18,13,2,4,0,none
acc_000383,2024-07-01,24,19,1,2,0,none
acc_000383,2024-08-01,27,23,3,3,1,integration
acc_000383,2024-09-01,34,27,2,4,0,none
acc_000383,2024-10-01,33,22,1,4,0,none
acc_000383,2024-11-01,21,17,3,4,0,none
acc_000383,2024-12-01,20,14,2,2,0,none
acc_000383,2024-12-01,22,19,3,3,0,none
acc_000383,2025-01-01,26,19,1,3,0,none
acc_000383,2025-03-01,45,35,4,4,0,none
acc_000384,2024-06-01,112,96,10,3,0,none
acc_000384,2024-07-01,97,88,8,4,1,none
acc_000384,2024-08-01,107,85,4,5,0,none
acc_000384,2024-09-01,141,106,16,5,0,none
acc_000384,2024-10-01,167,143,23,5,0,none
acc_000384,2024-11-01,118,88,14,4,0,none
acc_000384,2024-12-01,119,91,17,3,0,none
acc_000384,2024-12-01,128,88,15,4,1,product
acc_000384,2025-01-01,122,108,6,5,0,none
acc_000384,2025-03-01,168,121,8,4,0,none
acc_000385,2024-01-01,175,125,4,21,0,none
acc_000385,2024-02-01,174,142,14,21,0,none
acc_000385,2024-03-01,206,183,20,22,0,none
acc_000385,2024-04-01,238,169,34,18,1,none
acc_000385,2024-05-01,155,123,8,20,1,product
acc_000385,2024-06-01,130,103,8,11,0,none
acc_000385,2024-07-01,167,130,5,13,0,none
acc_000385,2024-08-01,166,141,9,15,1,none
acc_000385,2024-09-01,306,231,30,16,0,none
acc_000385,2024-10-01,222,203,13,19,0,none
acc_000385,2024-11-01,151,121,6,20,0,none
acc_000385,2024-12-01,152,116,17,16,0,none
acc_000385,2024-12-01,185,131,5,18,0,none
acc_000385,2025-01-01,178,149,17,12,0,none
acc_000385,2025-03-01,208,184,30,18,1,product
acc_000386,2024-01-01,99,67,5,4,0,none
